step,avg_reward,avg_gdp,avg_gini
1000,78.6436373665145,31.489144461530103,3.175375677337298
2000,78.6436373665145,31.489144461530103,3.175375677337298
3000,78.6436373665145,31.489144461530103,3.175375677337298
